dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,pengelompokan
2012-06-08,Summer,1,6,0,5,1,Clear,0.649167,46.791700000000006,11.750661000000001,1488,6248,7736,Tinggi
2012-06-10,Summer,1,6,0,0,0,Clear,0.726667,53.833299999999994,8.959307,2224,4374,6598,Tinggi
2012-06-11,Summer,1,6,0,1,1,Cloudy,0.720833,58.791700000000006,13.916771,1017,5647,6664,Tinggi
2012-06-12,Summer,1,6,0,2,1,Cloudy,0.653333,83.3333,14.374581999999998,477,4495,4972,Sedang
2012-06-13,Summer,1,6,0,3,1,Clear,0.655833,58.2083,22.999693,1173,6248,7421,Tinggi
2012-06-14,Summer,1,6,0,4,1,Clear,0.648333,56.958299999999994,17.000111,1180,6183,7363,Tinggi
2012-06-15,Summer,1,6,0,5,1,Clear,0.639167,58.958299999999994,11.833339,1563,6102,7665,Tinggi
2012-06-18,Summer,1,6,0,1,1,Cloudy,0.568333,77.79169999999999,11.707982000000001,653,4446,5099,Tinggi
2012-06-19,Summer,1,6,0,2,1,Clear,0.688333,69.0,9.917139,968,5857,6825,Tinggi
2012-06-20,Summer,1,6,0,3,1,Clear,0.7825,59.2083,7.625404,872,5339,6211,Tinggi
2012-06-21,Fall,1,6,0,4,1,Clear,0.805833,56.7917,7.958729,778,5127,5905,Tinggi
2012-06-22,Fall,1,6,0,5,1,Clear,0.7775,57.375,12.250414000000001,964,4859,5823,Tinggi
2012-06-25,Fall,1,6,0,1,1,Clear,0.715833,50.416700000000006,20.125661,1139,5640,6779,Tinggi
2012-06-26,Fall,1,6,0,2,1,Clear,0.630833,37.3333,23.292014,1077,6365,7442,Tinggi
2012-06-27,Fall,1,6,0,3,1,Clear,0.6975,36.0,18.208925,1077,6258,7335,Tinggi
2012-06-28,Fall,1,6,0,4,1,Clear,0.749167,42.25,11.50055,921,5958,6879,Tinggi
2012-06-29,Fall,1,6,0,5,1,Clear,0.834167,48.875,11.082939000000001,829,4634,5463,Tinggi
2012-06-30,Fall,1,6,0,6,0,Clear,0.765,60.12499999999999,10.791756999999999,1455,4232,5687,Tinggi
2012-07-01,Fall,1,7,0,0,0,Clear,0.815833,51.87500000000001,11.291443000000001,1421,4110,5531,Tinggi
2012-07-02,Fall,1,7,0,1,1,Clear,0.781667,44.7083,13.082889,904,5323,6227,Tinggi
2012-07-03,Fall,1,7,0,2,1,Clear,0.780833,49.2083,8.457878999999998,1052,5608,6660,Tinggi
2012-07-05,Fall,1,7,0,4,1,Clear,0.8275,45.7917,12.999943,1405,4836,6241,Tinggi
2012-07-06,Fall,1,7,0,5,1,Clear,0.828333,45.0833,9.791514,1366,4841,6207,Tinggi
2012-07-07,Fall,1,7,0,6,0,Clear,0.861667,49.2083,10.958118,1448,3392,4840,Sedang
2012-07-08,Fall,1,7,0,0,0,Clear,0.8225,57.375,8.417143,1203,3469,4672,Sedang
2012-07-09,Fall,1,7,0,1,1,Cloudy,0.710833,68.3333,12.125325,998,5571,6569,Tinggi
2012-07-10,Fall,1,7,0,2,1,Cloudy,0.720833,66.75,10.166379000000001,954,5336,6290,Tinggi
2012-07-11,Fall,1,7,0,3,1,Clear,0.716667,63.3333,10.166111,975,6289,7264,Tinggi
2012-07-12,Fall,1,7,0,4,1,Clear,0.715833,52.9583,9.833924999999999,1032,6414,7446,Tinggi
2012-07-13,Fall,1,7,0,5,1,Cloudy,0.731667,48.5833,5.41695,1511,5988,7499,Tinggi
2012-07-15,Fall,1,7,0,0,0,Clear,0.745833,71.7917,11.166689,1920,4111,6031,Tinggi
2012-07-16,Fall,1,7,0,1,1,Clear,0.763333,64.5,11.000529,1088,5742,6830,Tinggi
2012-07-17,Fall,1,7,0,2,1,Clear,0.818333,50.583299999999994,7.666743,921,5865,6786,Tinggi
2012-07-18,Fall,1,7,0,3,1,Clear,0.793333,57.7083,9.208614,799,4914,5713,Tinggi
2012-07-19,Fall,1,7,0,4,1,Clear,0.77,60.0417,11.083743,888,5703,6591,Tinggi
2012-07-20,Fall,1,7,0,5,1,Cloudy,0.665833,84.4167,14.000789000000001,747,5123,5870,Tinggi
2012-07-21,Fall,1,7,0,6,0,Light Rain/Snow,0.595833,86.5417,14.2911,1264,3195,4459,Sedang
2012-07-23,Fall,1,7,0,1,1,Clear,0.741667,69.41669999999999,9.291761,1135,5831,6966,Tinggi
2012-07-24,Fall,1,7,0,2,1,Clear,0.750833,65.5,14.167418,1140,6452,7592,Tinggi
2012-07-25,Fall,1,7,0,3,1,Clear,0.724167,45.0,11.0416,1383,6790,8173,
2012-07-26,Fall,1,7,0,4,1,Clear,0.776667,59.66669999999999,19.082470999999998,1036,5825,6861,Tinggi
2012-07-27,Fall,1,7,0,5,1,Clear,0.781667,59.458299999999994,10.250464,1259,5645,6904,Tinggi
2012-07-28,Fall,1,7,0,6,0,Clear,0.755833,61.3333,10.542449999999999,2234,4451,6685,Tinggi
2012-07-29,Fall,1,7,0,0,0,Clear,0.721667,62.375,11.416532,2153,4444,6597,Tinggi
2012-07-30,Fall,1,7,0,1,1,Clear,0.730833,66.875,10.292339,1040,6065,7105,Tinggi
2012-07-31,Fall,1,7,0,2,1,Clear,0.713333,70.41669999999999,11.083475,968,6248,7216,Tinggi
2012-08-01,Fall,1,8,0,3,1,Clear,0.7175,67.75,9.458993,1074,6506,7580,Tinggi
2012-08-02,Fall,1,8,0,4,1,Clear,0.7525,65.95830000000001,8.666718,983,6278,7261,Tinggi
2012-08-03,Fall,1,8,0,5,1,Cloudy,0.765833,64.25,14.458064,1328,5847,7175,Tinggi
2012-08-05,Fall,1,8,0,0,0,Clear,0.769167,65.25,19.458206999999998,1707,3757,5464,Tinggi
2012-08-06,Fall,1,8,0,1,1,Cloudy,0.7525,65.4167,8.666718,1233,5780,7013,Tinggi
2012-08-07,Fall,1,8,0,2,1,Cloudy,0.735833,70.375,7.8328359999999995,1278,5995,7273,Tinggi
2012-08-08,Fall,1,8,0,3,1,Cloudy,0.75,67.29169999999999,7.4169,1263,6271,7534,Tinggi
2012-08-09,Fall,1,8,0,4,1,Clear,0.755833,62.0417,10.458699999999999,1196,6090,7286,Tinggi
2012-08-10,Fall,1,8,0,5,1,Cloudy,0.715833,71.58330000000001,16.000471,1065,4721,5786,Tinggi
2012-08-11,Fall,1,8,0,6,0,Cloudy,0.6925,73.2917,13.834093,2247,4052,6299,Tinggi
2012-08-12,Fall,1,8,0,0,0,Clear,0.700833,53.041700000000006,8.208304,2182,4362,6544,Tinggi
2012-08-13,Fall,1,8,0,1,1,Clear,0.720833,54.541700000000006,9.126204,1207,5676,6883,Tinggi
2012-08-14,Fall,1,8,0,2,1,Clear,0.726667,68.6667,11.333586,1128,5656,6784,Tinggi
2012-08-15,Fall,1,8,0,3,1,Clear,0.706667,61.9583,11.374657000000001,1198,6149,7347,Tinggi
2012-08-16,Fall,1,8,0,4,1,Clear,0.719167,51.916700000000006,9.500332,1338,6267,7605,Tinggi
2012-08-17,Fall,1,8,0,5,1,Clear,0.723333,57.0833,15.500718,1483,5665,7148,Tinggi
2012-08-19,Fall,1,8,0,0,0,Cloudy,0.635833,71.1667,5.79215,1208,3341,4549,Sedang
2012-08-20,Fall,1,8,0,1,1,Cloudy,0.635833,73.4167,8.708593,1026,5504,6530,Tinggi
2012-08-21,Fall,1,8,0,2,1,Clear,0.649167,67.375,4.8756436,1081,5925,7006,Tinggi
2012-08-22,Fall,1,8,0,3,1,Clear,0.6675,67.7083,4.708981100000001,1094,6281,7375,Tinggi
2012-08-23,Fall,1,8,0,4,1,Clear,0.695833,63.5833,5.6679186,1363,6402,7765,Tinggi
2012-08-24,Fall,1,8,0,5,1,Cloudy,0.7025,61.5,4.8337686,1325,6257,7582,Tinggi
2012-08-25,Fall,1,8,0,6,0,Cloudy,0.661667,71.2917,16.375336,1829,4224,6053,Tinggi
2012-08-26,Fall,1,8,0,0,0,Cloudy,0.653333,84.5833,15.333486,1483,3772,5255,Tinggi
2012-08-27,Fall,1,8,0,1,1,Clear,0.703333,73.04169999999999,8.625110999999999,989,5928,6917,Tinggi
2012-08-28,Fall,1,8,0,2,1,Clear,0.728333,62.0,12.791975,935,6105,7040,Tinggi
2012-08-29,Fall,1,8,0,3,1,Clear,0.685,55.2083,7.541653999999999,1177,6520,7697,Tinggi
2012-08-30,Fall,1,8,0,4,1,Clear,0.706667,59.0417,5.1668189,1172,6541,7713,Tinggi
2012-08-31,Fall,1,8,0,5,1,Clear,0.764167,58.75,11.291711,1433,5917,7350,Tinggi
2012-09-03,Fall,1,9,1,1,0,Clear,0.7075,79.0833,10.125107,1965,4069,6034,Tinggi
2012-09-04,Fall,1,9,0,2,1,Clear,0.725833,75.5,15.833507,867,5997,6864,Tinggi
2012-09-05,Fall,1,9,0,3,1,Clear,0.736667,74.125,12.583136,832,6280,7112,Tinggi
2012-09-06,Fall,1,9,0,4,1,Cloudy,0.696667,81.0417,9.542207,611,5592,6203,Tinggi
2012-09-07,Fall,1,9,0,5,1,Clear,0.703333,73.625,11.500282,1045,6459,7504,Tinggi
2012-09-08,Fall,1,9,0,6,0,Cloudy,0.659167,79.91669999999999,18.833968000000002,1557,4419,5976,Tinggi
2012-09-10,Fall,1,9,0,1,1,Clear,0.583333,50.375,17.333771000000002,1118,6407,7525,Tinggi
2012-09-11,Fall,1,9,0,2,1,Clear,0.5775,52.0,6.1676314,1070,6697,7767,Tinggi
2012-09-12,Fall,1,9,0,3,1,Clear,0.599167,57.7083,8.833682,1050,6820,7870,Tinggi
2012-09-13,Fall,1,9,0,4,1,Clear,0.6125,63.708299999999994,5.5422936,1054,6750,7804,Tinggi
2012-09-14,Fall,1,9,0,5,1,Clear,0.633333,67.25,6.9588209999999995,1379,6630,8009,
2012-09-16,Fall,1,9,0,0,0,Clear,0.58,56.99999999999999,6.042281099999999,2166,5167,7333,Tinggi
2012-09-17,Fall,1,9,0,1,1,Cloudy,0.580833,73.4583,10.166713999999999,1022,5847,6869,Tinggi
2012-09-18,Fall,1,9,0,2,1,Cloudy,0.623333,87.25,23.958329,371,3702,4073,Sedang
2012-09-19,Fall,1,9,0,3,1,Clear,0.5525,53.6667,14.416725,788,6803,7591,Tinggi
2012-09-20,Fall,1,9,0,4,1,Clear,0.546667,61.8333,7.917189,939,6781,7720,Tinggi
2012-09-21,Fall,1,9,0,5,1,Clear,0.599167,66.875,10.333343000000001,1250,6917,8167,
2012-09-24,Winter,1,9,0,1,1,Clear,0.514167,49.2917,9.541068000000001,1001,6435,7436,Tinggi
2012-09-25,Winter,1,9,0,2,1,Clear,0.55,56.99999999999999,15.833507,845,6693,7538,Tinggi
2012-09-26,Winter,1,9,0,3,1,Clear,0.635,63.083299999999994,16.3748,787,6946,7733,Tinggi
2012-09-27,Winter,1,9,0,4,1,Cloudy,0.65,69.08330000000001,9.000914,751,6642,7393,Tinggi
2012-09-28,Winter,1,9,0,5,1,Cloudy,0.619167,69.0,10.999993,1045,6370,7415,Tinggi
2012-09-30,Winter,1,9,0,0,0,Clear,0.526667,58.3333,9.042186,2015,4874,6889,Tinggi
2012-10-01,Winter,1,10,0,1,1,Cloudy,0.520833,64.9167,6.0838814,763,6015,6778,Tinggi
2012-10-02,Winter,1,10,0,2,1,Light Rain/Snow,0.590833,87.16669999999999,6.9998249999999995,315,4324,4639,Sedang
2012-10-03,Winter,1,10,0,3,1,Cloudy,0.6575,79.375,4.4585686,728,6844,7572,Tinggi
2012-10-04,Winter,1,10,0,4,1,Cloudy,0.6575,72.2917,7.875582,891,6437,7328,Tinggi
2012-10-05,Winter,1,10,0,5,1,Clear,0.615,62.74999999999999,7.12545,1516,6640,8156,
2012-10-07,Winter,1,10,0,0,0,Cloudy,0.415833,70.8333,9.457854000000001,781,2729,3510,Sedang
2012-10-08,Winter,1,10,1,1,0,Cloudy,0.383333,70.9583,12.708492999999999,874,4604,5478,Tinggi
2012-10-09,Winter,1,10,0,2,1,Cloudy,0.446667,76.16669999999999,12.7501,601,5791,6392,Tinggi
2012-10-10,Winter,1,10,0,3,1,Clear,0.514167,63.083299999999994,12.584007,780,6911,7691,Tinggi
2012-10-11,Winter,1,10,0,4,1,Clear,0.435,46.3333,12.166932000000001,834,6736,7570,Tinggi
2012-10-12,Winter,1,10,0,5,1,Clear,0.4375,53.91669999999999,15.751164,1060,6222,7282,Tinggi
2012-10-13,Winter,1,10,0,6,0,Clear,0.393333,49.4583,9.791514,2252,4857,7109,Tinggi
2012-10-14,Winter,1,10,0,0,0,Clear,0.521667,64.0417,18.667004000000002,2080,4559,6639,Tinggi
2012-10-15,Winter,1,10,0,1,1,Cloudy,0.561667,70.75,19.834478999999998,760,5115,5875,Tinggi
2012-10-16,Winter,1,10,0,2,1,Clear,0.468333,55.833299999999994,12.208807,922,6612,7534,Tinggi
2012-10-17,Winter,1,10,0,3,1,Clear,0.455833,69.2917,6.791857,979,6482,7461,Tinggi
2012-10-18,Winter,1,10,0,4,1,Cloudy,0.5225,72.8333,15.874779,1008,6501,7509,Tinggi
2012-10-19,Winter,1,10,0,5,1,Cloudy,0.563333,81.5,9.041917999999999,753,4671,5424,Tinggi
2012-10-21,Winter,1,10,0,0,0,Clear,0.464167,51.0,11.125618000000001,2132,4692,6824,Tinggi
2012-10-22,Winter,1,10,0,1,1,Clear,0.4875,56.833299999999994,5.4593811,830,6228,7058,Tinggi
2012-10-23,Winter,1,10,0,2,1,Clear,0.544167,64.16669999999999,6.3345686,841,6625,7466,Tinggi
2012-10-24,Winter,1,10,0,3,1,Clear,0.5875,63.625,4.8762064,795,6898,7693,Tinggi
2012-10-25,Winter,1,10,0,4,1,Cloudy,0.55,80.0417,8.333125,875,6484,7359,Tinggi
2012-10-26,Winter,1,10,0,5,1,Cloudy,0.545833,80.7083,8.875289,1182,6262,7444,Tinggi
2012-10-28,Winter,1,10,0,0,0,Cloudy,0.4775,69.4583,26.666535999999997,998,3461,4459,Sedang
2012-10-29,Winter,1,10,0,1,1,Light Rain/Snow,0.44,88.0,23.9994,2,20,22,Rendah
2012-10-30,Winter,1,10,0,2,1,Cloudy,0.318182,82.5455,14.271603,87,1009,1096,Rendah
2012-10-31,Winter,1,10,0,3,1,Cloudy,0.3575,66.6667,11.166689,419,5147,5566,Tinggi
2012-11-01,Winter,1,11,0,4,1,Cloudy,0.365833,58.166700000000006,10.542182,466,5520,5986,Tinggi
2012-11-02,Winter,1,11,0,5,1,Clear,0.355,52.208299999999994,17.833725,618,5229,5847,Tinggi
2012-11-03,Winter,1,11,0,6,0,Cloudy,0.343333,49.125,18.125443,1029,4109,5138,Tinggi
2012-11-04,Winter,1,11,0,0,0,Clear,0.325833,53.2917,12.000236,1201,3906,5107,Tinggi
2012-11-05,Winter,1,11,0,1,1,Clear,0.319167,49.416700000000006,15.833775000000001,378,4881,5259,Tinggi
2012-11-06,Winter,1,11,0,2,1,Clear,0.280833,56.7083,11.625371,466,5220,5686,Tinggi
2012-11-07,Winter,1,11,0,3,1,Cloudy,0.295833,54.75,20.375236,326,4709,5035,Tinggi
2012-11-08,Winter,1,11,0,4,1,Clear,0.352174,33.3478,23.304945,340,4975,5315,Tinggi
2012-11-09,Winter,1,11,0,5,1,Clear,0.361667,54.0833,14.375386,709,5283,5992,Tinggi
2012-11-10,Winter,1,11,0,6,0,Clear,0.389167,64.5417,3.8756686,2090,4446,6536,Tinggi
2012-11-12,Winter,1,11,1,1,0,Clear,0.485,74.16669999999999,11.625639,1097,5172,6269,Tinggi
2012-11-13,Winter,1,11,0,2,1,Cloudy,0.343333,66.29169999999999,22.917082,327,3767,4094,Sedang
2012-11-14,Winter,1,11,0,3,1,Clear,0.289167,55.2083,13.374875,373,5122,5495,Tinggi
2012-11-15,Winter,1,11,0,4,1,Cloudy,0.321667,62.0417,10.250129000000001,320,5125,5445,Tinggi
2012-11-16,Winter,1,11,0,5,1,Clear,0.345,52.4583,11.458675000000001,484,5214,5698,Tinggi
2012-11-17,Winter,1,11,0,6,0,Clear,0.325,54.541700000000006,12.041843,1313,4316,5629,Tinggi
2012-11-18,Winter,1,11,0,0,0,Clear,0.3425,69.2917,15.250004,922,3747,4669,Sedang
2012-11-19,Winter,1,11,0,1,1,Cloudy,0.380833,62.3333,15.749489,449,5050,5499,Tinggi
2012-11-20,Winter,1,11,0,2,1,Cloudy,0.374167,68.5,5.542575,534,5100,5634,Tinggi
2012-11-21,Winter,1,11,0,3,1,Clear,0.353333,61.375,6.917482000000001,615,4531,5146,Tinggi
2012-11-22,Winter,1,11,1,4,0,Clear,0.34,58.0417,3.5423436,955,1470,2425,Sedang
2012-11-23,Winter,1,11,0,5,1,Clear,0.368333,56.875,9.917407,1603,2307,3910,Sedang
2012-11-24,Winter,1,11,0,6,0,Clear,0.278333,40.4583,25.250357,532,1745,2277,Sedang
2012-11-25,Winter,1,11,0,0,0,Clear,0.245833,46.8333,10.083499999999999,309,2115,2424,Sedang
2012-11-26,Winter,1,11,0,1,1,Clear,0.313333,53.541700000000006,3.1255499999999996,337,4750,5087,Tinggi
2012-11-27,Winter,1,11,0,2,1,Cloudy,0.291667,78.6667,15.916654,123,3836,3959,Sedang
2012-11-28,Winter,1,11,0,3,1,Clear,0.296667,50.625,14.125007,198,5062,5260,Tinggi
2012-11-29,Winter,1,11,0,4,1,Clear,0.28087,55.565200000000004,7.739974,243,5080,5323,Tinggi
2012-11-30,Winter,1,11,0,5,1,Clear,0.298333,64.95830000000001,3.9175436,362,5306,5668,Tinggi
2012-12-01,Winter,1,12,0,6,0,Cloudy,0.298333,80.6667,4.0001814,951,4240,5191,Tinggi
2012-12-02,Winter,1,12,0,0,0,Cloudy,0.3475,82.3333,8.333393000000001,892,3757,4649,Sedang
2012-12-03,Winter,1,12,0,1,1,Clear,0.4525,76.75,5.5422936,555,5679,6234,Tinggi
2012-12-04,Winter,1,12,0,2,1,Clear,0.475833,73.375,11.666643,551,6055,6606,Tinggi
2012-12-05,Winter,1,12,0,3,1,Clear,0.438333,48.5,21.709407,331,5398,5729,Tinggi
2012-12-06,Winter,1,12,0,4,1,Clear,0.255833,50.875,11.708518,340,5035,5375,Tinggi
2012-12-07,Winter,1,12,0,5,1,Cloudy,0.320833,76.4167,8.7502,349,4659,5008,Tinggi
2012-12-08,Winter,1,12,0,6,0,Cloudy,0.381667,91.125,6.792393,1153,4429,5582,Tinggi
2012-12-09,Winter,1,12,0,0,0,Cloudy,0.384167,90.5417,10.584325,441,2787,3228,Sedang
2012-12-10,Winter,1,12,0,1,1,Cloudy,0.435833,92.5,12.750636,329,4841,5170,Tinggi
2012-12-11,Winter,1,12,0,2,1,Cloudy,0.353333,59.66669999999999,19.834478999999998,282,5219,5501,Tinggi
2012-12-12,Winter,1,12,0,3,1,Cloudy,0.2975,53.833299999999994,10.916779,310,5009,5319,Tinggi
2012-12-13,Winter,1,12,0,4,1,Clear,0.295833,48.5833,11.666643,425,5107,5532,Tinggi
2012-12-14,Winter,1,12,0,5,1,Clear,0.281667,64.29169999999999,8.792343,429,5182,5611,Tinggi
2012-12-15,Winter,1,12,0,6,0,Clear,0.324167,65.0417,7.12545,767,4280,5047,Tinggi
2012-12-16,Winter,1,12,0,0,0,Cloudy,0.3625,83.875,6.749714,538,3248,3786,Sedang
2012-12-17,Winter,1,12,0,1,1,Cloudy,0.393333,90.7083,6.583306100000001,212,4373,4585,Sedang
2012-12-18,Winter,1,12,0,2,1,Clear,0.410833,66.625,14.834067999999998,433,5124,5557,Tinggi
2012-12-19,Winter,1,12,0,3,1,Clear,0.3325,62.5417,12.334164000000001,333,4934,5267,Tinggi
2012-12-20,Winter,1,12,0,4,1,Cloudy,0.33,66.79169999999999,8.875021,314,3814,4128,Sedang
2012-12-21,Spring,1,12,0,5,1,Cloudy,0.326667,55.666700000000006,25.083661000000003,221,3402,3623,Sedang
2012-12-22,Spring,1,12,0,6,0,Clear,0.265833,44.125,27.292182,205,1544,1749,Rendah
2012-12-23,Spring,1,12,0,0,0,Clear,0.245833,51.5417,8.916561,408,1379,1787,Rendah
2012-12-24,Spring,1,12,0,1,1,Cloudy,0.231304,79.1304,5.1744368000000005,174,746,920,Rendah
2012-12-25,Spring,1,12,1,2,0,Cloudy,0.291304,73.47829999999999,11.304642,440,573,1013,Rendah
2012-12-26,Spring,1,12,0,3,1,Light Rain/Snow,0.243333,82.3333,21.208582,9,432,441,Rendah
2012-12-27,Spring,1,12,0,4,1,Cloudy,0.254167,65.29169999999999,23.458911,247,1867,2114,Sedang
2012-12-28,Spring,1,12,0,5,1,Cloudy,0.253333,59.0,10.416557,644,2451,3095,Sedang
2012-12-29,Spring,1,12,0,6,0,Cloudy,0.253333,75.29169999999999,8.333661,159,1182,1341,Rendah
2012-12-30,Spring,1,12,0,0,0,Clear,0.255833,48.3333,23.500518,364,1432,1796,Rendah
2012-12-31,Spring,1,12,0,1,1,Cloudy,0.215833,57.75,10.374682,439,2290,2729,Sedang
